miliYAChe.|	miliYAChe.|,NP,0,0,n,n#
shyAmApokAi	shyAmApokA,NV,0,n,n#shyAmApokA,NP,0,0,n,n#shyAmApokA,NC,0,0,n,n#
Amreli	Amreli,NP,0,0,n,n#
'bAjeTe	'bAjeTe,NP,0,0,n,n#
AtmaprakRRitia	AtmaprakRRitia,NP,0,0,n,n#
supanthAo	supanthAo,NP,0,0,n,n#
ChA.Danite	ChA.Danite,NP,0,0,n,n#
duparyyAYera	duparyyAYera,NP,0,0,n,n#
lekhAa-sa.nkalana	lekhAa-sa.nkalana,NP,0,0,n,n#
'anutapta	'anutapta,NP,0,0,n,n#
shasha	shasha,NV,0,n,n#shasha,NC,sg,0,n,n#shasha,NP,sg,0,n,n#
nAgarika-adhikArera	nAgarika-adhikArera,NP,0,0,n,n#
shachIbAbura	shachIbAbura,NP,0,0,n,n#
yea-bhAbei	yea-bhAbei,NP,0,0,n,n#
romAnarA	romAnarA,NP,0,0,n,n#
maNDalakesharAYa	maNDalakesharAYa,NP,0,0,n,n#
kAlikalame	kAlikalame,NP,0,0,n,n#
tatadinea	tatadinea,NP,0,0,n,n#
atithiabhyAgatarA	atithiabhyAgatarA,NP,0,0,n,n#
dIpakabAbura	dIpakabAbura,NP,0,0,n,n#
Tenashanake	Tenashanake,NP,0,0,n,n#
?AoYArDe	?AoYArDe,NP,0,0,n,n#
kRRiShNA~Ngara	kRRiShNA~Ngara,NP,0,0,n,n#
tIbratAke	tIbratA,NV,acc,n,n#tIbratA,NP,sg,acc,n,n#tIbratA,NC,sg,acc,n,n#
sAmarthaprApta	sAmarthaprApta,NP,0,0,n,n#
prANIke	prANI,NP,sg,acc,n,n#prANI,NC,sg,acc,n,n#prANI,NV,acc,n,n#
bAChabena	bAChA,VM,3,fut,sim,dcl,fin,n,n,y#bAChA,VAUX,3,fut,sim,dcl,fin,n,n,y#
kunera	kunera,NP,0,0,n,n#
kA.Nchuli	kA.Nchuli,NV,0,n,n#kA.Nchuli,NC,sg,0,n,n#kA.Nchuli,NP,sg,0,n,n#
nAjimerA	nAjima,NP,pl,0,n,n#nAjima,NC,pl,0,n,n#nAjima,NV,0,n,n#
Tisura	Tisura,NP,0,0,n,n#
pAsolinite	pAsolinite,NP,0,0,n,n#
heDi.nletei	heDi.nletei,NP,0,0,n,n#
chaudhurIderao	chaudhurI,NV,gen,n,n#chaudhurI,NC,pl,gen,n,n#chaudhurI,NP,pl,gen,n,n#
Dhelea	Dhelea,NP,0,0,n,n#
bhibhAra	bhibhAra,NP,0,0,n,n#
philDhArai	philDhArai,NP,0,0,n,n#
jenera	jenera,NP,0,0,n,n#
souYAa-ke	souYAa-ke,NP,0,0,n,n#
jitashrama	jitashrama,NP,0,0,n,n#
lajjAbhIrutAYa	lajjAbhIrutAYa,NP,0,0,n,n#
abashiShTa-parityakta	abashiShTa-parityakta,NP,0,0,n,n#
pAThA	pAThA,NP,0,0,n,n#
munsepheo	munsepheo,NP,0,0,n,n#
pAlaTAiYAChe	pAlaTAiYAChe,NP,0,0,n,n#
bRRiRRiddha	bRRiRRiddha,NP,0,0,n,n#
niShiddhakaraNaTA	niShiddhakaraNaTA,NP,0,0,n,n#
parbatA~nchala	parbatA~nchala,NP,0,0,n,n#
prANabanyAYa	prANabanyAYa,NP,0,0,n,n#
dA.Ntanea	dA.Ntanea,NP,0,0,n,n#
mAsTAritei	mAsTAri,NC,0,loc,n,n#mAsTAri,NV,loc,n,n#
pAraphyumArI	pAraphyumArI,NP,0,0,n,n#
bimukhatAa	bimukhatAa,NP,0,0,n,n#
byANDaoYAgAna-e	byANDaoYAgAna-e,NP,0,0,n,n#
'Abedanapatraguli	'Abedanapatraguli,NP,0,0,n,n#
bhramaNalipitei	bhramaNalipitei,NP,0,0,n,n#
rabIndra-prakAshanAra	rabIndra-prakAshanAra,NP,0,0,n,n#
nindanIYatA	nindanIYatA,NP,0,0,n,n#
premikaTike	premikaTike,NP,0,0,n,n#
AlatApha	AlatApha,NP,0,0,n,n#
achirAcharitake	achirAcharitake,NP,0,0,n,n#
sTyATisaTikasera	sTyATisaTikasera,NP,0,0,n,n#
guiYAdaha	guiYAdaha,NP,0,0,n,n#
satara.njera	satara.nja,NC,sg,gen,n,n#satara.nja,NV,gen,n,n#satara.nja,NP,sg,gen,n,n#
sTyATika	sTyATika,NP,0,0,n,n#
ja~Ngia-damana	ja~Ngia-damana,NP,0,0,n,n#
delosha	delosha,NP,0,0,n,n#
rAjya'ke	rAjya'ke,NP,0,0,n,n#
saokatao	saokatao,NP,0,0,n,n#
aYelapyAsTela	aYelapyAsTela,NP,0,0,n,n#
sthanIYa	sthanIYa,NP,0,0,n,n#
bAraRRiddha	bAraRRiddha,NP,0,0,n,n#
kamanarumera	kamanarumera,NP,0,0,n,n#
DekophAra	DekophAra,NP,0,0,n,n#
'rAjabhabanera	'rAjabhabanera,NP,0,0,n,n#
iTAskAa'a	iTAskAa'a,NP,0,0,n,n#
dhAra.D	dhAra.D,NP,0,0,n,n#
AnandanArAYaNa	AnandanArAYaNa,NP,0,0,n,n#
nAmagAna	nAmagAna,NV,0,n,n#nAmagAna,NC,sg,0,n,n#nAmagAna,NP,sg,0,n,n#
bAulatattba	bAulatattba,NP,0,0,n,n#
hastakShepeo	hastakShepa,NC,0,0,n,n#hastakShepa,NV,0,n,n#hastakShepa,NP,0,0,n,n#
khaNDaka	khaNDaka,NC,sg,0,n,n#khaNDaka,NP,sg,0,n,n#khaNDaka,NV,0,n,n#
upasthita.'	upasthita.',NP,0,0,n,n#
kAThe	kATha,NV,0,n,n#kATha,NP,sg,0,n,n#kATha,NC,sg,0,n,n#
jibaTA	jiba,NC,sg,0,y,n#jiba,NV,0,y,n#
debendranAthakea	debendranAthakea,NP,0,0,n,n#
yesiddhAnta	yesiddhAnta,NP,0,0,n,n#
muNDAdera	muNDA,NP,pl,gen,n,n#muNDA,NC,pl,gen,n,n#muNDA,NV,gen,n,n#
sbaralipike	sbaralipi,NV,acc,n,n#sbaralipi,NC,sg,acc,n,n#sbaralipi,NP,sg,acc,n,n#
oThAnani	oThAnani,NP,0,0,n,n#
bime	bime,NP,0,0,n,n#
diYAjake	diYAjake,NP,0,0,n,n#
sbapnapAkhira	sbapnapAkhira,NP,0,0,n,n#
anyAna	anyAna,NP,0,0,n,n#
kAnnura-saha	kAnnura-saha,NP,0,0,n,n#
shrIyatIndramohana	shrIyatIndramohana,NP,0,0,n,n#
hAstara-gAna	hAstara-gAna,NP,0,0,n,n#
ArakiChu	ArakiChu,NP,0,0,n,n#
yYAlagA	yYAlagA,NP,0,0,n,n#
bishbabyA~Nka-Ai	bishbabyA~Nka-Ai,NP,0,0,n,n#
mAnarakShA	mAnarakShA,NP,0,0,n,n#
egobo	egobo,NP,0,0,n,n#
TekanopyAka	TekanopyAka,NP,0,0,n,n#
debAÕsha	debAÕsha,NP,0,0,n,n#
biTTAke	biTTAke,NP,0,0,n,n#
jhaTajhaTa	jhaTajhaTa,NP,0,0,n,n#
tetrishaTi	tetrishaTi,NP,0,0,n,n#
phinAnsiYAra	phinAnsiYAra,NP,0,0,n,n#
uddeshyeo	uddeshya,NP,0,0,n,n#uddeshya,NC,0,0,n,n#uddeshya,NV,0,n,n#
sa.nkhyAtatba	sa.nkhyAtatba,NP,0,0,n,n#
bahe.DAa	bahe.DAa,NP,0,0,n,n#
shrIla~NkAnarA	shrIla~NkAnarA,NP,0,0,n,n#
chAa-bAgana	chAa-bAgana,NP,0,0,n,n#
rAiYata	rAiYata,NC,sg,0,n,n#rAiYata,NP,sg,0,n,n#rAiYata,NV,0,n,n#
kAkadbIpa-	kAkadbIpa-,NP,0,0,n,n#
biphalatAYa	biphalatA,NC,sg,0,n,n#biphalatA,NV,0,n,n#
ephiDrina	ephiDrina,NP,0,0,n,n#
dAdagula	dAdagula,NP,0,0,n,n#
rakeTera	rakeTera,NP,0,0,n,n#
arDinyAnsa-era	arDinyAnsa-era,NP,0,0,n,n#
mRRiRRityuphA.Nda	mRRiRRityuphA.Nda,NP,0,0,n,n#
prANITia	prANITia,NP,0,0,n,n#
bibenaDAma-e	bibenaDAma-e,NP,0,0,n,n#
tinajalA	tinajalA,NP,0,0,n,n#
thekeChea,a'a	thekeChea,a'a,NP,0,0,n,n#
lubhAkrana	lubhAkrana,NP,0,0,n,n#
kathAgulio	kathA,NV,0,y,n#kathA,NC,pl,0,y,n#
akhane	akhane,NP,0,0,n,n#
arabindanera	arabindanera,NP,0,0,n,n#
bidhAnarUpe	bidhAnarUpe,NP,0,0,n,n#
godhUlite	godhUli,NV,loc,n,n#godhUli,NC,sg,loc,n,n#
balajita	balajita,NP,0,0,n,n#
aShTriYAYa	aShTriYAYa,NP,0,0,n,n#
guNTura	guNTura,NP,0,0,n,n#
a~Nka-era	a~Nka-era,NP,0,0,n,n#
AAshAbAdI	AAshAbAdI,NP,0,0,n,n#
uchChRRita	uchChRRita,NP,0,0,n,n#
khAdyAdi	khAdyAdi,NP,0,0,n,n#
ThA~NgAmArA	ThA~NgAmArA,NP,0,0,n,n#
chandra'ra	chandra'ra,NP,0,0,n,n#
jaYarAmapurera	jaYarAmapurera,NP,0,0,n,n#
kA.NATAjhopake	kA.NATAjhopake,NP,0,0,n,n#
dhbajAdhArIrA	dhbajAdhArIrA,NP,0,0,n,n#
?A.Ngra-ra	?A.Ngra-ra,NP,0,0,n,n#
satIprasanna	satIprasanna,NP,0,0,n,n#
tAtparya-a-	tAtparya-a-,NP,0,0,n,n#
ba~NgasantAnerAa	ba~NgasantAnerAa,NP,0,0,n,n#
Asha.nkAo	Asha.nkA,NC,0,0,n,n#Asha.nkA,NV,0,n,n#Asha.nkA,NP,0,0,n,n#
kaYAlera	kaYAla,NP,sg,gen,n,n#kaYAla,NC,sg,gen,n,n#kaYAla,NV,gen,n,n#
omarAha	omarAha,NP,sg,0,n,n#omarAha,NV,0,n,n#omarAha,NC,sg,0,n,n#
klAbake	klAba,NV,acc,n,n#klAba,NC,sg,acc,n,n#
kAlimuttu	kAlimuttu,NP,0,0,n,n#
pherena.''thAnAYa	pherena.''thAnAYa,NP,0,0,n,n#
alarAuNDArera	alarAuNDArera,NP,0,0,n,n#
byabahAra-rIti	byabahAra-rIti,NP,0,0,n,n#
cha.Duna	cha.DA,VM,3,prs,sim,dcl,fin,n,n,y#cha.DA,VAUX,3,prs,sim,dcl,fin,n,n,y#
kallola.a.a.e	kallola.a.a.e,NP,0,0,n,n#
bAika-ArohIa	bAika-ArohIa,NP,0,0,n,n#
mantrakakeo	mantraka,NC,sg,acc,n,n#mantraka,NV,acc,n,n#mantraka,NP,sg,acc,n,n#
takShUni	takShUni,NP,0,0,n,n#
jha.Da-jala	jha.Da-jala,NP,0,0,n,n#
pUrbapuuruShera	pUrbapuuruShera,NP,0,0,n,n#
akTobarerara	akTobarerara,NP,0,0,n,n#
chAlAno,NV,0,n,n#chAlAno,JQ,n,n,nnm#chAlAno,JJ,n,n#chAlAno,NC,0,0,n,n#
	
Cha.DACh..Di	Cha.DACh..Di,NP,0,0,n,n#
kAdAmukta	kAdAmukta,NP,0,0,n,n#
pratiShThAke	pratiShThA,NP,sg,acc,n,n#pratiShThA,NV,acc,n,n#pratiShThA,NC,sg,acc,n,n#
shaktisha~Nkara	shaktisha~Nkara,NP,0,0,n,n#
dAria(	dAria(,NP,0,0,n,n#
aa/	aa/,NP,0,0,n,n#
kAlipujo	kAlipujo,NP,0,0,n,n#
inishiYAlasa	inishiYAlasa,NP,0,0,n,n#
bhUTAne	bhUTAne,NP,0,0,n,n#
pAtAa-sajjA	pAtAa-sajjA,NP,0,0,n,n#
gA.NAthala	gA.NAthala,NP,0,0,n,n#
ChAira~NAa	ChAira~NAa,NP,0,0,n,n#
motAYena-saha	motAYena-saha,NP,0,0,n,n#
sadasya-shilpI	sadasya-shilpI,NP,0,0,n,n#
basAYe	basA,NC,sg,0,n,n#basA,NV,0,n,n#basA,NP,sg,0,n,n#
jAYAgAra	jAYAgAra,NP,0,0,n,n#
sAhityamUlyera	sAhityamUlyera,NP,0,0,n,n#
uttarapradashe	uttarapradashe,NP,0,0,n,n#
'chyATArji	'chyATArji,NP,0,0,n,n#
rAkokakeia	rAkokakeia,NP,0,0,n,n#
du.Nde	du.Nde,JQ,n,n,nnm#du.Nde,JJ,n,n#
shaharabAsinI	shaharabAsinI,NP,0,0,n,n#
prayojanATi	prayojanATi,NP,0,0,n,n#
palirA	pali,NP,pl,0,n,n#pali,NV,0,n,n#pali,NC,pl,0,n,n#
plyATinAmakei	plyATinAmakei,NP,0,0,n,n#
goShTha	goShTha,NP,sg,0,n,n#goShTha,NC,sg,0,n,n#goShTha,NV,0,n,n#
pAlAbe.'	pAlAbe.',NP,0,0,n,n#
sharaNAgatia	sharaNAgatia,NP,0,0,n,n#
deoYAlalikhana	deoYAlalikhana,NP,0,0,n,n#
kamishanArera	kamishanAra,NP,sg,gen,n,n#kamishanAra,NC,sg,gen,n,n#kamishanAra,NV,gen,n,n#
lAisensirA	lAisensirA,NP,0,0,n,n#
sAhapura	sAhapura,NP,0,0,n,n#
nabanagare	nabanagare,NP,0,0,n,n#
ayogyatAa-a-	ayogyatAa-a-,NP,0,0,n,n#
iYarkanibAsI	iYarkanibAsI,NP,0,0,n,n#
byadhira	byadhira,NP,0,0,n,n#
shunalAma.'	shunalAma.',NP,0,0,n,n#
sandhAnea'ra	sandhAnea'ra,NP,0,0,n,n#
rogITike	rogITike,NP,0,0,n,n#
'hua-ke	'hua-ke,NP,0,0,n,n#
kUtulia-ra	kUtulia-ra,NP,0,0,n,n#
sa.nsthAgulo	sa.nsthA,NV,0,y,n#sa.nsthA,NC,pl,0,y,n#
cho~NadAra	cho~NadAra,NC,sg,0,n,n#cho~NadAra,NP,sg,0,n,n#cho~NadAra,NV,0,n,n#
ekadike	ekadika,NP,sg,0,n,n#ekadika,NC,sg,0,n,n#ekadike,JJ,n,n#ekadike,JQ,n,n,nnm#ekadika,NV,0,n,n#
saia-o	saia-o,NP,0,0,n,n#
bikhAnira	bi,NV,gen,n,n#bi,NC,sg,gen,n,n#
adIkShitarA	adIkShitarA,NP,0,0,n,n#
pAiYAChila	pAiYAChila,NP,0,0,n,n#
nahia/helA	nahia/helA,NP,0,0,n,n#
prema-dharmera	prema-dharmera,NP,0,0,n,n#
'(hAsia	'(hAsia,NP,0,0,n,n#
pho.DA	pho.DA,NP,sg,0,n,n#pho.DA,NV,0,n,n#pho.DA,NC,sg,0,n,n#
prakRRitinidhana	prakRRitinidhana,NP,0,0,n,n#
sImAshulkakei	sImAshulkakei,NP,0,0,n,n#
abhAbaTuku	abhAbaTuku,NP,0,0,n,n#
tanushrIsha³kara	tanushrIsha³kara,NP,0,0,n,n#
jarjapanthIrA	jarjapanthIrA,NP,0,0,n,n#
meYAdakAlInao	meYAdakAlInao,NP,0,0,n,n#
sampradAYerara	sampradAYerara,NP,0,0,n,n#
utkRRiShTatAYa	utkRRiShTatAYa,NP,0,0,n,n#
thAmaoYAlA	thAmaoYAlA,NP,0,0,n,n#
bistita	bistita,NP,0,0,n,n#
limaniYAsa	limaniYAsa,NP,0,0,n,n#
sabhApariShadarA	sabhApariShadarA,NP,0,0,n,n#
TArajana	TArajana,NP,0,0,n,n#
bastuteo	bastu,NC,0,loc,n,n#bastu,NV,loc,n,n#
hArabai	hArabai,NP,0,0,n,n#
sainyasAmantadera	sainyasAmantadera,NP,0,0,n,n#
nAgada	nAgada,NP,0,0,n,n#
rAjAbAdashAdera	rAjAbAdashAdera,NP,0,0,n,n#
abhinaYechChu	abhinaYechChu,NP,0,0,n,n#
madagarbI	madagarbI,NP,0,0,n,n#
khania-saha	khania-saha,NP,0,0,n,n#
ghanatbe	ghanatba,NV,0,n,n#ghanatba,NP,sg,0,n,n#ghanatba,NC,sg,0,n,n#
kirunA	kirunA,NP,0,0,n,n#
pArasyu	pArasyu,NP,0,0,n,n#
pAhA.DkyAniYane	pAhA.DkyAniYane,NP,0,0,n,n#
kANDakhyAta	kANDakhyAta,NP,0,0,n,n#
rilAYAnsai	rilAYAnsai,NP,0,0,n,n#
AgAo	AgA,NV,0,n,n#AgAno,VM,2,prs,sim,dcl,fin,n,n,n#AgA,NC,0,0,n,n#AgAno,VAUX,2,prs,sim,dcl,fin,n,n,n#AgA,NP,0,0,n,n#
mAdAmoYAjela	mAdAmoYAjela,NP,0,0,n,n#
kAchAbauYera	kAchAbauYera,NP,0,0,n,n#
pyATArNera	pyATArNera,NP,0,0,n,n#
tambi	tambi,NV,0,n,n#tambi,NC,sg,0,n,n#tambi,NP,sg,0,n,n#
TAinoa-jyAka	TAinoa-jyAka,NP,0,0,n,n#
khilAphata	khilAphata,NP,0,0,n,n#
mUlanItikei	mUlanIti,NP,sg,acc,n,n#mUlanIti,NC,sg,acc,n,n#mUlanIti,NV,acc,n,n#
emabekera	emabekera,NP,0,0,n,n#
nyAphera	nyAphera,NP,0,0,n,n#
erakami	erakami,NP,0,0,n,n#
ma~njurAni	ma~njurAni,NP,0,0,n,n#
nIlachAShIdera	nIlachAShIdera,NP,0,0,n,n#
sarakarI	sarakarI,NP,0,0,n,n#
phuTala	phoTA,VM,3,pst,sim,dcl,fin,n,n,n#phoTA,VAUX,3,pst,sim,dcl,fin,n,n,n#
chi.n.Dia-mAsharumera	chi.n.Dia-mAsharumera,NP,0,0,n,n#
ekabAlera	ekabAla,NV,gen,n,n#ekabAla,NC,sg,gen,n,n#ekabAla,NP,sg,gen,n,n#
ba~Nkimera	ba~Nkimera,NP,0,0,n,n#
mAkerTa	mAkerTa,NP,0,0,n,n#
lInAke	lInAke,NP,0,0,n,n#
ma~ncha/	ma~ncha/,NP,0,0,n,n#
prAchIa-pratIchIra	prAchIa-pratIchIra,NP,0,0,n,n#
kUrabAnera	kUrabAnera,NP,0,0,n,n#
Akiko	Akiko,NP,0,0,n,n#
presakeo	presa,NV,acc,n,n#presa,NP,sg,acc,n,n#presa,NC,sg,acc,n,n#
libhi	libhi,NP,0,0,n,n#
'bhadreshbarera	'bhadreshbarera,NP,0,0,n,n#
joYAla	joYAla,NP,sg,0,n,n#joYAla,NC,sg,0,n,n#joYAla,NV,0,n,n#
Ajikea	Ajikea,NP,0,0,n,n#
maunIte	maunIte,NP,0,0,n,n#
shA.DibikretA	shA.DibikretA,NP,0,0,n,n#
krI.DAbishbao	krI.DAbishbao,NP,0,0,n,n#
ChAtrabharti	ChAtrabharti,NP,0,0,n,n#
rAjanaitik	rAjanaitik,NP,0,0,n,n#
aniruddhabAbura	aniruddhabAbura,NP,0,0,n,n#
pathea,a/kakhanao	pathea,a/kakhanao,NP,0,0,n,n#
dIYatA	dIYatA,NP,0,0,n,n#
debadattabAbura	debadattabAbura,NP,0,0,n,n#
Ananda-Ashrame.'	Ananda-Ashrame.',NP,0,0,n,n#
TrAmayAtrAra	TrAmayAtrAra,NP,0,0,n,n#
sambhrAntabaÕsha	sambhrAntabaÕsha,NP,0,0,n,n#
nAa-thAkAa	nAa-thAkAa,NP,0,0,n,n#
dua'pAtAra	dua'pAtAra,NP,0,0,n,n#
samAjasachetanatA	samAjasachetanatA,NP,0,0,n,n#
phArAodera	phArAodera,NP,0,0,n,n#
jAmAlauddinera	jAmAlauddinera,NP,0,0,n,n#
bhArata-abhiSheka	bhArata-abhiSheka,NP,0,0,n,n#
karabena,a'a	karabena,a'a,NP,0,0,n,n#
bejeoThA	bejeoThA,NP,0,0,n,n#
aphisAra-kalakAtAra	aphisAra-kalakAtAra,NP,0,0,n,n#
nabamabAra	nabamabAra,NP,0,0,n,n#
phaTakAra	phaTakA,NC,sg,gen,n,n#phaTakA,NV,gen,n,n#phaTakA,NP,sg,gen,n,n#
nAbi	nAbi,JJ,n,n#nAbi,JQ,n,n,nnm#nAoYA,VAUX,2,fut,sim,dcl,fin,n,n,n#nAoYA,VM,2,fut,sim,dcl,fin,n,n,n#
toraNasajjAra	toraNasajjAra,NP,0,0,n,n#
pAna-supuria	pAna-supuria,NP,0,0,n,n#
AYojaneo	AYojana,NV,0,n,n#AYojana,NC,0,0,n,n#AYojana,NP,0,0,n,n#
astustarasyA	astustarasyA,NP,0,0,n,n#
nirbedAnanda	nirbedAnanda,NP,0,0,n,n#
rachanA.nsha	rachanA.nsha,NP,0,0,n,n#
bidhAnananagarera	bidhAnananagarera,NP,0,0,n,n#
byAkTiriYophAja	byAkTiriYophAja,NP,0,0,n,n#
garibi	garibi,NP,0,0,n,n#
chAlaka.'	chAlaka.',NP,0,0,n,n#
ghorA	ghorA,VM,3,prs,sim,dcl,fin,n,n,n#ghorA,NV,0,n,n#ghorA,VM,2,prs,sim,dcl,fin,n,n,n#ghorA,NP,sg,0,n,n#ghorA,NC,sg,0,n,n#ghorA,JQ,n,n,nnm#ghorA,VAUX,3,prs,sim,dcl,fin,n,n,n#ghorA,VAUX,2,prs,sim,dcl,fin,n,n,n#ghorA,JJ,n,n#
pharAsitea,a.a.a	pharAsitea,a.a.a,NP,0,0,n,n#
bhe.Dike	bhe.Di,NV,acc,n,n#bhe.Di,NC,sg,acc,n,n#bhe.Di,NP,sg,acc,n,n#
murshidI	murshidI,NP,0,0,n,n#
kAdA	kAdA,NC,sg,0,n,n#kAdA,NV,0,n,n#kAdA,NP,sg,0,n,n#kAdA,JQ,n,n,nnm#kAdA,JJ,n,n#
mAlaTipolAra	mAlaTipolAra,NP,0,0,n,n#
TrapikyAla-e	TrapikyAla-e,NP,0,0,n,n#
shiShya	shiShya,NC,sg,0,n,n#shiShya,NV,0,n,n#shiShya,NP,sg,0,n,n#
sbAchChanda	sbAchChanda,NP,0,0,n,n#
do.Dago.DAYa	do.Dago.DAYa,NP,0,0,n,n#
bhusimAlera	bhusimAla,NP,sg,gen,n,n#bhusimAla,NC,sg,gen,n,n#bhusimAla,NV,gen,n,n#
chennAia-bishAkhApattanama	chennAia-bishAkhApattanama,NP,0,0,n,n#
syAbhiolAa	syAbhiolAa,NP,0,0,n,n#
piTTaolA	piTTaolA,NP,0,0,n,n#
nAibAnanake	nAibAnanake,NP,0,0,n,n#
darshanendriYera	darshanendriYa,NC,sg,gen,n,n#darshanendriYa,NV,gen,n,n#darshanendriYa,NP,sg,gen,n,n#
lokeloke	lokeloke,NP,0,0,n,n#
khAjA	khAjA,NC,sg,0,n,n#khAjA,NP,sg,0,n,n#khAjA,JQ,n,n,nnm#khAjA,JJ,n,n#khAjA,NV,0,n,n#
soguli	soguli,NP,0,0,n,n#
kala~Nkamukta	kala~Nkamukta,NP,0,0,n,n#
hAmabhi	hAmabhi,NP,0,0,n,n#
sethA	sethA,JQ,n,n,nnm#sethA,JJ,n,n#
paribArake.'	paribArake.',NP,0,0,n,n#
nIlakaNThera	nIlakaNTha,NC,sg,gen,n,n#nIlakaNTha,NV,gen,n,n#nIlakaNTha,NP,sg,gen,n,n#
sA.nbadika	sA.nbadika,NP,0,0,n,n#
samudraga.De	samudraga.De,NP,0,0,n,n#
AAsta	AAsta,NP,0,0,n,n#
snehAÕshubAbu	snehAÕshubAbu,NP,0,0,n,n#
biShAmRRita	biShAmRRita,NP,0,0,n,n#
sa.nkhyAgurura	sa.nkhyAgurura,NP,0,0,n,n#
chaTijutA	chaTijutA,NP,0,0,n,n#
shataguna	shataguna,NP,0,0,n,n#
chApAnauUerta	chApAnauUerta,NP,0,0,n,n#
kharabAra	kharabAra,NP,0,0,n,n#
sphuTana	sphuTana,NP,sg,0,n,n#sphuTana,NV,0,n,n#sphuTana,NC,sg,0,n,n#
khelAa'a-Ya	khelAa'a-Ya,NP,0,0,n,n#
?AkAunTara	?AkAunTara,NP,0,0,n,n#
prANijagato	prANijagato,NP,0,0,n,n#
anurakta-a-	anurakta-a-,NP,0,0,n,n#
rAmAdAnao	rAmAdAnao,NP,0,0,n,n#
kerAnirAa	kerAnirAa,NP,0,0,n,n#
pAmpaTio	pAmpaTio,NP,0,0,n,n#
jRRimbhitaka	jRRimbhitaka,NP,0,0,n,n#
dharmAdharmera	dharmAdharma,NV,gen,n,n#dharmAdharma,NC,sg,gen,n,n#dharmAdharma,NP,sg,gen,n,n#
biguke	biguke,NP,0,0,n,n#
kanaDemaDa	kanaDemaDa,NP,0,0,n,n#
joa	joa,NP,0,0,n,n#
muNDamAlinItalA	muNDamAlinItalA,NP,0,0,n,n#
janmAiteChila	janmAiteChila,NP,0,0,n,n#
jbAlAa-jbAlA	jbAlAa-jbAlA,NP,0,0,n,n#
naYAbasana	naYAbasana,NP,0,0,n,n#
bhAtaDAla	bhAtaDAla,NP,0,0,n,n#
bishiShTarAi	bishiShTa,NV,0,n,n#bishiShTa,NP,pl,0,n,n#bishiShTa,NC,pl,0,n,n#
dharmashAsana	dharmashAsana,NC,sg,0,n,n#dharmashAsana,NP,sg,0,n,n#dharmashAsana,NV,0,n,n#
aShTadashabhujA	aShTadashabhujA,NP,0,0,n,n#
pUrbasUria-a-	pUrbasUria-a-,NP,0,0,n,n#
bikAshea	bikAshea,NP,0,0,n,n#
balle	balla,NV,0,n,n#balla,NP,sg,0,n,n#balla,NC,sg,0,n,n#
rogagulii	roga,NC,pl,0,y,n#roga,NV,0,y,n#
shibAjIbAbua	shibAjIbAbua,NP,0,0,n,n#
dhikkAra-meshAno	dhikkAra-meshAno,NP,0,0,n,n#
sbabhabataHi	sbabhabataHi,NP,0,0,n,n#
hAiDrokArabanasa	hAiDrokArabanasa,NP,0,0,n,n#
mAlaYAlidera	mAlaYAlidera,NP,0,0,n,n#
nAia'a	nAia'a,NP,0,0,n,n#
hUnabijaYera	hUnabijaYera,NP,0,0,n,n#
chApalAra	chApalAra,NP,0,0,n,n#
guNasaÊbedanera	guNasaÊbedanera,NP,0,0,n,n#
bamba-skoYADera	bamba-skoYADera,NP,0,0,n,n#
manTogomArike	manTogomArike,NP,0,0,n,n#
mahUrte	mahUrte,NP,0,0,n,n#
lAThia-ballama-Tarcha	lAThia-ballama-Tarcha,NP,0,0,n,n#
'jA.NkajamakaTAi	'jA.NkajamakaTAi,NP,0,0,n,n#
guNaguniYe	guNaguniYe,NP,0,0,n,n#
saµgItabettAi	saµgItabettAi,NP,0,0,n,n#
chAkShusa	chAkShusa,NP,0,0,n,n#
niShkashita	niShkashita,NP,0,0,n,n#
ApaseTa.'	ApaseTa.',NP,0,0,n,n#
olandAjerA	olandAja,NV,0,n,n#olandAja,NC,pl,0,n,n#olandAja,NP,pl,0,n,n#
ThAkUrapukUrea	ThAkUrapukUrea,NP,0,0,n,n#
DaramilA	DaramilA,NP,0,0,n,n#
kAnoYAradIpa	kAnoYAradIpa,NP,0,0,n,n#
phalimAria	phalimAria,NP,0,0,n,n#
milemishea	milemishea,NP,0,0,n,n#
hAtea'a'a-a-	hAtea'a'a-a-,NP,0,0,n,n#
banabAsIdera	banabAsI,NC,pl,gen,n,n#banabAsI,NV,gen,n,n#banabAsI,NP,pl,gen,n,n#
dharmmero	dharmmero,NP,0,0,n,n#
byApakatAa	byApakatAa,NP,0,0,n,n#
balaChilena	balA,VAUX,3,pst,prg,dcl,fin,n,n,y#balA,VM,3,pst,prg,dcl,fin,n,n,y#
shiligu.Dia-jalapAigu.Dite	shiligu.Dia-jalapAigu.Dite,NP,0,0,n,n#
halake	hala,NV,acc,n,n#hala,NC,sg,acc,n,n#
parichAlanAa-gautama	parichAlanAa-gautama,NP,0,0,n,n#
dampatia	dampatia,NP,0,0,n,n#
ardhasatya	ardhasatya,NP,0,0,n,n#
rijenTa	rijenTa,NP,0,0,n,n#
bidbeShIa	bidbeShIa,NP,0,0,n,n#
sAkShAteo	sAkShAteo,NP,0,0,n,n#
ShATaTi	ShATaTi,NP,0,0,n,n#
bAbarira	bAbari,NV,gen,n,n#bAbari,NP,sg,gen,n,n#bAbari,NC,sg,gen,n,n#
